Competition Name,Season Name,Game ID
Champions League,Season 2019/2020,7
Champions League,Season 2020/2021,3
English FA Cup,Season 2019/2020,3
English League Cup,Season 2019/2020,2
English League Cup,Season 2020/2021,2
English Premier League,Season 2016/2017,100
English Premier League,Season 2018/2019,10
English Premier League,Season 2019/2020,371
English Premier League,Season 2020/2021,284
German Bundesliga,Season 2018/2019,54
UEFA Super Cup,Season 2019/2020,1
