ID,game_id,Fixture,Attacking Team,Defending Team,Attacking Team ID,Defending Team ID,Goals Scored,Goals Conceded,Goals Difference,Game State,Side,Early/Lateral/Deep,OPTA Event ID,period_id,min,sec,X Coordinate,Y Coordinate,End X Coordinate,End Y Coordinate,Length Pass,% Distance Along X,Player ID,Player Name,Preferred Foot,Outcome,Keypass/Assist,Blocked Pass,Cutback,OPTA Pull Back Qualifier,Out Of Pitch,Ending Too Wide,Cross Type,Set Piece OPTA Event ID,OPTA Cross Qualifier,Time Between Set Piece and Cross,Number Events Between Set Piece and Cross,Linked 2nd Phase Cross IDs,First Contact Type,First Contact Explanation,First Contact Player ID,First Contact Player Name,First Contact Team ID,First Contact Team Name,First Contact Aerial,Defending Goalkeeper ID,Defending Goalkeeper Name,First Contact Event ID,First Contact Shot,First Contact X Coordinate,First Contact Y Coordinate,Cross After A Penalty Kick,Cross After A Throw-in,Penalty Kick OPTA ID,Throw-in OPTA ID,Time Between Penalty Kick And Cross,Time Between Throw-in And Cross,Time Lapsed From Cross And First Contact
47557,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Right,Deep,2174090177,1,31,52,96.3,12.5,97.6,44.6,21.86,1.3,p159533,Adama Traoré,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p33148,Claudio Bravo,t43,,0,p33148,Claudio Bravo,2174090175,0,1.2,56.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47558,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Lateral,2174090447,1,33,50,93.9,93.3,94,91.7,1.09,0.1,p194634,Diogo Jota,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p58621,Kyle Walker,t43,,0,p33148,Claudio Bravo,2174090445,0,4.6,5.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47559,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Lateral,2174091115,1,39,43,89.7,81.7,90.1,80.3,1.04,0.4,p194634,Diogo Jota,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p58621,Kyle Walker,t43,,0,p33148,Claudio Bravo,2174091117,0,8.4,16.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47560,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Right,Early,2174091177,1,40,4,76.1,25.3,92.1,53.9,25.68,16,p87835,Matt Doherty,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p57410,Nicolás Otamendi,t43,,0,p33148,Claudio Bravo,2174091189,0,8.1,47.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47561,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Deep,2174091237,1,40,28,97.1,75.4,90.7,35.1,28.2,-6.4,p114128,Jonny,Right,Successful,Keypass,0,0,0,0,0,Open Play,,1,NULL,NULL,,15,Attempt Saved,p159533,Adama Traoré,t39,,0,p33148,Claudio Bravo,2174091239,1,90.7,35.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4681,f855302,Bournemouth v Liverpool,Bournemouth,Liverpool,t91,t14,0,0,NULL,drawing,Right,Early,665145090,1,3,31,69.2,6.1,73,10.6,5.03,3.8,p15149,Simon Francis,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p112338,Emre Can,t14,,0,p104542,Loris Karius,1905742119,0,25.1,92.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4706,f855302,Bournemouth v Liverpool,Liverpool,Bournemouth,t14,t91,2,0,NULL,winning,Left,Early,1864363468,1,45,57,77,80,82.1,74.1,6.69,5.1,p92217,Roberto Firmino,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p40387,Dan Gosling,t91,,0,p18726,Artur Boruc,1695403792,0,19.6,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4715,f855302,Bournemouth v Liverpool,Liverpool,Bournemouth,t14,t91,3,1,NULL,winning,Left,Deep,556645790,2,72,0,99.5,99.5,99.1,50.9,33.05,-0.4,p15157,James Milner,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,556645790,1,NULL,NULL,,11,Claim,p18726,Artur Boruc,t91,,0,p18726,Artur Boruc,740848275,0,1.9,49.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47562,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Early,2174091307,1,41,0,81.7,90.9,92.4,49.9,30.04,10.7,p107613,Romain Saïss,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p27789,Fernandinho,t43,,1,p33148,Claudio Bravo,2174091309,0,7.6,50.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47563,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Right,Deep,2174091375,1,41,26,95.8,17.3,93.9,55.8,26.24,-1.9,p159533,Adama Traoré,Right,Successful,Keypass,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p194634,Diogo Jota,t39,,1,p33148,Claudio Bravo,2174091607,1,93,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47564,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Early,2174091513,1,42,49,82.9,86.8,92.6,49,27.63,9.7,p114128,Jonny,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p33148,Claudio Bravo,t43,,0,p33148,Claudio Bravo,2174091511,0,6.2,50.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47565,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Right,Early,2174091685,1,44,56,78.1,25.3,96.4,69.3,35.53,18.3,p171317,Rúben Neves,Right,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p102057,Raúl Jiménez,t39,,0,p33148,Claudio Bravo,2174091687,0,96.6,69.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47566,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Lateral,2174091733,1,45,12,91.5,76.3,91,55.2,14.35,-0.5,p114128,Jonny,Right,Unsuccessful,,0,0,0,0,0,Open Play,,0,NULL,NULL,,1,Pass,p220566,Rodrigo,t43,,0,p33148,Claudio Bravo,2174091743,0,9.4,44.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47567,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Right,Lateral,2174091943,1,47,20,86.4,8.8,92.2,43.7,24.49,5.8,p19624,João Moutinho,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174091943,1,NULL,NULL,"2174091943, 2174091965",12,Headed Clearance,p61366,Kevin De Bruyne,t43,,1,p33148,Claudio Bravo,2174091947,0,6,55.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47568,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,0,1,NULL,losing,Left,Early,2174091965,1,47,26,78.5,72.1,100,35.4,33.62,21.5,p194634,Diogo Jota,Right,Unsuccessful,,0,0,0,1,0,2nd Phase From Freekick Situation,2174091943,0,NULL,NULL,"2174091965, 2174091943",5,Out,p194634,Diogo Jota,t39,,NULL,p33148,Claudio Bravo,2174091971,NULL,100.7,35.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47569,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174094353,2,56,40,85.7,75,89.7,41.9,22.89,4,p114128,Jonny,Right,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p102057,Raúl Jiménez,t39,,1,p33148,Claudio Bravo,2174094355,0,90.2,41.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47570,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Early,2174094405,2,58,13,76.9,81.1,92.6,52.7,25.37,15.7,p19624,João Moutinho,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174094405,1,NULL,NULL,,12,Headed Clearance,p58621,Kyle Walker,t43,,1,p33148,Claudio Bravo,2174094407,0,9.8,45.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47571,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Early,2174094497,2,60,11,76.2,95.3,87.4,53,31.06,11.2,p19624,João Moutinho,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174094497,1,NULL,NULL,,44,Aerial Duel Won,p57410,Nicolás Otamendi,t43,,1,p33148,Claudio Bravo,2174094495,0,12.3,48.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47572,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Deep,2174094571,2,61,50,97.9,11.9,85.6,49.3,28.51,-12.3,p159533,Adama Traoré,Right,Successful,Keypass,0,1,0,0,0,Open Play,,1,NULL,NULL,,15,Attempt Saved,p102057,Raúl Jiménez,t39,,0,p33148,Claudio Bravo,2174094575,1,85.3,53.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47573,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Lateral,2174094583,2,62,5,87.3,19.4,87.2,26.2,4.62,-0.1,p159533,Adama Traoré,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p165809,Bernardo Silva,t43,,0,p33148,Claudio Bravo,2174094587,0,11.2,74.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47574,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174094607,2,62,25,86.5,92.1,90.7,75.9,11.86,4.2,p194634,Diogo Jota,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p432656,Eric García,t43,,0,p33148,Claudio Bravo,2174094609,0,10.6,24.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47575,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Lateral,2174094713,2,64,7,85.1,17.3,87.4,38.9,14.88,2.3,p159533,Adama Traoré,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p57410,Nicolás Otamendi,t43,,1,p33148,Claudio Bravo,2174094715,0,11.7,60.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47576,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Lateral,2174095053,2,71,10,94,10.7,78.3,78.1,48.68,-15.7,p159533,Adama Traoré,Right,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p19624,João Moutinho,t39,,0,p33148,Claudio Bravo,2174095055,0,71.7,75.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4223,f855295,Hull City v West Bromwich Albion,West Bromwich Albion,Hull City,t35,t88,1,0,NULL,winning,Right,Deep,26740374,1,45,50,99.3,3.8,100,25.4,14.71,0.7,p50229,Matt Phillips,,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p50229,Matt Phillips,t35,,NULL,p15144,David Marshall,1880748990,NULL,101.3,26.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4236,f855295,Hull City v West Bromwich Albion,Hull City,West Bromwich Albion,t88,t35,0,1,NULL,losing,Left,Deep,1845903409,2,65,22,94.3,87.7,100,35.2,36.2,5.7,p221267,Josh Tymon,,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p221267,Josh Tymon,t88,,NULL,p9089,Ben Foster,901010684,NULL,101,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4374,f855297,Liverpool v Sunderland,Liverpool,Sunderland,t14,t56,0,0,NULL,drawing,Right,Deep,1128428606,1,6,28,98.3,11.7,100,49.6,25.83,1.7,p57328,Nathaniel Clyne,Right,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p57328,Nathaniel Clyne,t14,,NULL,p111234,Jordan Pickford,109918970,NULL,100.8,49.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47577,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Deep,2174095067,2,71,27,96.4,76.3,96.4,58.1,12.37,0,p114128,Jonny,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p57410,Nicolás Otamendi,t43,,0,p33148,Claudio Bravo,2174095069,0,4.4,41.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47578,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Deep,2174095089,2,72,27,95.2,88.4,96.1,53,24.08,0.9,p19624,João Moutinho,Right,Successful,Keypass,0,0,0,0,0,Crossed Freekick,2174095089,1,NULL,NULL,,44,Aerial Duel Won,p107613,Romain Saïss,t39,,1,p33148,Claudio Bravo,2174095093,1,96.3,53.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47579,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174095153,2,74,2,93.5,93.1,94.2,91.3,1.43,0.7,p216054,Rúben Vinagre,Left,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p58621,Kyle Walker,t43,,0,p33148,Claudio Bravo,2174095155,0,7,11.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47580,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Lateral,2174095181,2,74,41,89.2,16.5,86.2,52.5,24.67,-3,p87835,Matt Doherty,Right,Successful,,0,0,0,0,0,2nd Phase From Corner Situation,2174095165,1,NULL,NULL,"2174095181, 2174095197",44,Aerial Duel Won,p102057,Raúl Jiménez,t39,,1,p33148,Claudio Bravo,2174095183,0,86.1,50.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47581,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174095197,2,74,53,88.6,82,96.2,60.3,16.76,7.6,p194634,Diogo Jota,Right,Unsuccessful,,0,0,0,0,0,2nd Phase From Corner Situation,2174095165,1,NULL,NULL,"2174095197, 2174095181",12,Clearance,p432656,Eric García,t43,,0,p33148,Claudio Bravo,2174095199,0,6,39.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47582,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Early,2174095213,2,75,3,76.5,87.8,86.3,47.4,29.32,9.8,p216054,Rúben Vinagre,Left,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p87835,Matt Doherty,t39,,0,p33148,Claudio Bravo,2174095221,0,86.6,51.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47583,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174095249,2,75,58,92.1,93.6,95.6,57.3,24.94,3.5,p19624,João Moutinho,Right,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174095249,1,NULL,NULL,,44,Aerial Duel Won,p432656,Eric García,t43,,1,p33148,Claudio Bravo,2174095247,0,4.3,46.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47584,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174095443,2,79,23,87.2,86,95.9,61.1,19.23,8.7,p247632,Pedro Neto,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p57410,Nicolás Otamendi,t43,,0,p33148,Claudio Bravo,2174095445,0,5.1,42.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47585,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Early,2174095453,2,79,48,82.1,95.7,90.2,67.8,20.78,8.1,p216054,Rúben Vinagre,Left,Unsuccessful,,0,0,0,0,0,Delivery From Short & Other Corner Situation,2174095451,1,NULL,NULL,,1,Pass,p59859,Ilkay Gündogan,t43,,1,p33148,Claudio Bravo,2174095455,0,11.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47586,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Left,Lateral,2174095515,2,81,15,88.2,79.9,90.1,62.7,11.86,1.9,p247632,Pedro Neto,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p58621,Kyle Walker,t43,,1,p33148,Claudio Bravo,2174095517,0,10.3,38.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47867,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,0,0,NULL,drawing,Left,Early,2174145829,1,9,16,76.4,93.6,78.2,90.6,2.78,1.8,p12745,Leighton Baines,Left,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p153127,Isaac Hayden,t4,,0,p67089,Martin Dubravka,2174145837,0,23.9,8.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47873,f1059897,Newcastle United v Everton,Everton,Newcastle United,t11,t4,1,0,NULL,winning,Right,Lateral,2174149107,1,15,5,89.9,28.9,87.6,47.6,12.94,-2.3,p242058,Moise Kean,Right,Successful,Keypass,0,1,1,0,0,Open Play,,0,NULL,NULL,,13,Miss,p20467,Theo Walcott,t11,,0,p67089,Martin Dubravka,2174149115,1,86.8,46.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47587,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,1,2,NULL,losing,Right,Deep,2174095523,2,81,23,96.3,28.6,95.7,49.4,14.15,-0.6,p159533,Adama Traoré,Right,Successful,Assist,0,0,0,0,0,Open Play,,0,NULL,NULL,,16,Goal,p102057,Raúl Jiménez,t39,,0,p33148,Claudio Bravo,2174095525,1,95.7,45.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47588,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,2,2,NULL,drawing,Right,Early,2174095629,2,85,0,76.9,27.7,78.4,30.9,2.68,1.5,p159533,Adama Traoré,Right,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p165809,Bernardo Silva,t43,,0,p33148,Claudio Bravo,2174095631,0,23.3,70.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47589,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,2,2,NULL,drawing,Left,Lateral,2174095645,2,85,19,86.4,93.2,90.3,76,12.39,3.9,p247632,Pedro Neto,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p432656,Eric García,t43,,0,p33148,Claudio Bravo,2174095651,0,10.6,26.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4248,f855295,Hull City v West Bromwich Albion,West Bromwich Albion,Hull City,t35,t88,1,1,NULL,drawing,Right,Lateral,1956333300,2,87,55,92.4,3.4,91.8,95.9,62.9,-0.6,p60232,Craig Dawson,Right,Successful,,0,0,0,0,1,Open Play,,1,NULL,NULL,,1,Pass,p67527,Nyom,t35,,0,p15144,David Marshall,1260157396,0,86.4,96.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4251,f855295,Hull City v West Bromwich Albion,West Bromwich Albion,Hull City,t35,t88,1,1,NULL,drawing,Left,Early,2010569765,2,88,46,77.6,85.1,87.1,54,23.38,9.5,p19151,Chris Brunt,,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p57134,Salomón Rondón,t35,,0,p15144,David Marshall,343740154,0,86.9,54.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4293,f855296,Leicester City v Middlesbrough,Middlesbrough,Leicester City,t25,t13,0,0,NULL,drawing,Left,Lateral,1349703635,1,6,3,88.4,89.9,87.1,56,23.09,-1.3,p54771,Fabio,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p12413,Robert Huth,t13,,0,p51934,Ron-Robert Zieler,1869925448,0,14,42.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47590,f1059891,Wolverhampton Wanderers v Manchester City,Wolverhampton Wanderers,Manchester City,t39,t43,2,2,NULL,drawing,Left,Early,2174095683,2,85,34,76.5,74.2,100,24,42.09,23.5,p19624,João Moutinho,Right,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p19624,João Moutinho,t39,,NULL,p33148,Claudio Bravo,2174095685,NULL,101,22.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47591,f1059891,Wolverhampton Wanderers v Manchester City,Manchester City,Wolverhampton Wanderers,t43,t39,2,3,NULL,losing,Right,Lateral,2174095817,2,90,39,92.9,19.5,81.7,54.8,26.71,-11.2,p58621,Kyle Walker,Right,Successful,Keypass,0,1,0,0,0,Open Play,,1,NULL,NULL,,15,Attempt Saved,p165809,Bernardo Silva,t43,,0,p38533,Rui Patrício,2174095819,1,81.2,53.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47592,f1059891,Wolverhampton Wanderers v Manchester City,Manchester City,Wolverhampton Wanderers,t43,t39,2,3,NULL,losing,Right,Deep,2174095827,2,91,5,99.5,0.5,94.5,50,34.05,-5,p59859,Ilkay Gündogan,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174095827,1,NULL,NULL,,44,Aerial Duel Won,p151589,Leander Dendoncker,t39,,1,p38533,Rui Patrício,2174095831,0,6.9,49.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47597,f1059892,Arsenal v Chelsea,Chelsea,Arsenal,t8,t3,0,1,NULL,losing,Right,Early,2174313351,2,57,17,75.5,18.3,91.9,49.3,27.23,16.4,p116594,N'Golo Kanté,Right,Unsuccessful,,0,0,0,0,0,Delivery From Short & Other Corner Situation,2174313223,1,NULL,NULL,,44,Aerial Duel Won,p69140,Shkodran Mustafi,t3,,1,p80201,Bernd Leno,2174313355,0,8.4,51.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47614,f1059892,Arsenal v Chelsea,Arsenal,Chelsea,t3,t8,1,1,NULL,drawing,Right,Lateral,2174354153,2,86,12,93.8,25.3,93.2,49.3,16.33,-0.6,p154043,Ainsley Maitland-Niles,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p102380,Antonio Rüdiger,t8,,1,p109745,Kepa Arrizabalaga,2174354177,0,4.3,51.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47618,f1059892,Arsenal v Chelsea,Arsenal,Chelsea,t3,t8,0,0,NULL,drawing,Right,Lateral,2174263521,1,3,37,88.6,14.1,91.5,43.9,20.48,2.9,p37605,Mesut Özil,Left,Unsuccessful,,0,0,0,0,0,Crossed Freekick,2174263521,1,NULL,NULL,,44,Aerial Duel Won,p41328,César Azpilicueta,t8,,1,p109745,Kepa Arrizabalaga,2174263513,0,8.5,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47622,f1059892,Arsenal v Chelsea,Arsenal,Chelsea,t3,t8,0,0,NULL,drawing,Left,Deep,2174267927,1,12,19,99.5,99.5,91.8,49.4,35,-7.7,p37605,Mesut Özil,Left,Successful,Keypass,0,0,0,0,0,Crossed Corner,2174267927,1,NULL,NULL,,44,Aerial Duel Won,p101184,Calum Chambers,t3,,1,p109745,Kepa Arrizabalaga,2174268575,1,91.9,57.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47624,f1059892,Arsenal v Chelsea,Arsenal,Chelsea,t3,t8,1,0,NULL,winning,Left,Lateral,2174273729,1,24,20,89.7,84.7,97.4,53.4,22.76,7.7,p59966,Alexandre Lacazette,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p109745,Kepa Arrizabalaga,t8,,0,p109745,Kepa Arrizabalaga,2174273727,0,3.4,43.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47631,f1059893,Brighton and Hove Albion v Bournemouth,Brighton and Hove Albion,Bournemouth,t36,t91,0,0,NULL,drawing,Right,Early,2174109489,1,0,50,78.8,18,92,46,23.53,13.2,p165210,Alireza Jahanbakhsh,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p223911,Chris Mepham,t91,,0,p225321,Aaron Ramsdale,2174109491,0,9.1,52.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47632,f1059893,Brighton and Hove Albion v Bournemouth,Brighton and Hove Albion,Bournemouth,t36,t91,0,0,NULL,drawing,Right,Deep,2174109565,1,1,20,99.6,0.5,96.7,40.4,27.29,-2.9,p74471,Aaron Mooy,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174109565,1,NULL,NULL,,12,Headed Clearance,p168991,Philip Billing,t91,,1,p225321,Aaron Ramsdale,2174109567,0,4.7,59.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47633,f1059893,Brighton and Hove Albion v Bournemouth,Brighton and Hove Albion,Bournemouth,t36,t91,1,0,NULL,winning,Left,Deep,2174110255,1,5,27,99.5,99.5,96.9,43.7,38.03,-2.6,p74471,Aaron Mooy,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,2174110255,1,NULL,NULL,"2174110255, 2174110303",44,Aerial Duel Won,p56917,Steve Cook,t91,,1,p225321,Aaron Ramsdale,2174110259,0,3.9,56.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47634,f1059893,Brighton and Hove Albion v Bournemouth,Brighton and Hove Albion,Bournemouth,t36,t91,1,0,NULL,winning,Right,Deep,2174110303,1,5,37,94.4,15.6,100,43.9,20.11,5.6,p165210,Alireza Jahanbakhsh,Right,Unsuccessful,,0,0,0,1,0,2nd Phase From Corner Situation,2174110255,1,NULL,NULL,"2174110303, 2174110255",5,Out,p165210,Alireza Jahanbakhsh,t36,,NULL,p225321,Aaron Ramsdale,2174110305,NULL,100.9,43.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
