ID,game_id,Fixture,Attacking Team,Defending Team,Attacking Team ID,Defending Team ID,Goals Scored,Goals Conceded,Goals Difference,Game State,Side,Early/Lateral/Deep,OPTA Event ID,period_id,min,sec,X Coordinate,Y Coordinate,End X Coordinate,End Y Coordinate,Length Pass,% Distance Along X,Player ID,Player Name,Preferred Foot,Outcome,Keypass/Assist,Blocked Pass,Cutback,OPTA Pull Back Qualifier,Out Of Pitch,Ending Too Wide,Cross Type,Set Piece OPTA Event ID,OPTA Cross Qualifier,Time Between Set Piece and Cross,Number Events Between Set Piece and Cross,Linked 2nd Phase Cross IDs,First Contact Type,First Contact Explanation,First Contact Player ID,First Contact Player Name,First Contact Team ID,First Contact Team Name,First Contact Aerial,Defending Goalkeeper ID,Defending Goalkeeper Name,First Contact Event ID,First Contact Shot,First Contact X Coordinate,First Contact Y Coordinate,Cross After A Penalty Kick,Cross After A Throw-in,Penalty Kick OPTA ID,Throw-in OPTA ID,Time Between Penalty Kick And Cross,Time Between Throw-in And Cross,Time Lapsed From Cross And First Contact
3574,f855283,Everton v Swansea City,Everton,Swansea City,t11,t80,0,0,NULL,drawing,Right,Early,1276620018,1,36,53,81.1,10,85,30.1,14.22,3.9,p59949,Seamus Coleman,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p49277,Leroy Fer,t80,,1,p37096,Lukasz Fabianski,2145686310,0,11.8,66.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3587,f855283,Everton v Swansea City,Everton,Swansea City,t11,t80,0,1,NULL,losing,Left,Early,325381122,2,52,42,82.8,96.9,85.5,85.3,8.34,2.7,p12745,Leighton Baines,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p49539,Kyle Naughton,t80,,0,p37096,Lukasz Fabianski,1551476436,0,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3596,f855283,Everton v Swansea City,Everton,Swansea City,t11,t80,0,1,NULL,losing,Right,Deep,360339641,2,69,38,96.3,24.6,96.3,29.1,3.06,0,p94924,Gerard Deulofeu,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p47390,Neil Taylor,t80,,0,p37096,Lukasz Fabianski,666631966,0,5,73.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1941,f1069588,Borussia Mönchengladbach v FC Schalke 04,Borussia Mönchengladbach,FC Schalke 04,t683,t167,0,0,NULL,drawing,Right,Lateral,1423055016,2,87,38,87,23.6,86,45.7,15.06,-1,p165299,Stefan Lainer,,Unsuccessful,,0,0,0,0,0,2nd Phase From Freekick Situation,517927050,0,NULL,NULL,"1423055016, 517927050",12,Clearance,p51931,Bastian Oczipka,t167,,0,p186658,Alexander Nübel,1566763406,0,13.9,60.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3601,f855283,Everton v Swansea City,Everton,Swansea City,t11,t80,0,1,NULL,losing,Left,Deep,793404247,2,78,11,98.1,92,96.5,39.2,35.94,-1.6,p26901,Kevin Mirallas,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p47390,Neil Taylor,t80,,0,p37096,Lukasz Fabianski,648011759,0,3.4,61.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3608,f855283,Everton v Swansea City,Everton,Swansea City,t11,t80,0,1,NULL,losing,Right,Early,1784721979,2,88,28,75.7,22.5,81.7,49.9,19.58,6,p19159,Ashley Williams,,Unsuccessful,,0,0,0,0,0,Open Play,,0,NULL,NULL,,12,Headed Clearance,p76542,Ki Sung-yueng,t80,,1,p37096,Lukasz Fabianski,1841344054,0,18,50.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3615,f855284,Manchester United v Arsenal,Manchester United,Arsenal,t1,t3,0,0,NULL,drawing,Right,Lateral,1976800661,1,11,40,90.9,18.5,87.6,47.6,20.09,-3.3,p20695,Antonio Valencia,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p56864,Francis Coquelin,t3,,0,p11334,Petr Cech,179424211,0,11.9,47.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3621,f855284,Manchester United v Arsenal,Manchester United,Arsenal,t1,t3,0,0,NULL,drawing,Right,Lateral,914035872,1,18,29,91.5,6.1,94.3,86.5,54.75,2.8,p176297,Marcus Rashford,Right,Successful,,0,0,0,0,1,Open Play,,1,NULL,NULL,,55,Player Caught Offside,p74208,Paul Pogba,t1,,NULL,p11334,Petr Cech,,NULL,94.3,86.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3634,f855284,Manchester United v Arsenal,Arsenal,Manchester United,t3,t1,0,0,NULL,drawing,Left,Lateral,123334385,2,45,36,91.8,82,91.8,78.4,2.45,0,p38411,Nacho Monreal,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p20695,Antonio Valencia,t1,,0,p51940,David de Gea,598517039,0,9,20.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3642,f855284,Manchester United v Arsenal,Manchester United,Arsenal,t1,t3,0,0,NULL,drawing,Right,Early,909241194,2,60,54,73.2,30.6,97.4,91.2,48.41,24.2,p59846,Ander Herrera,,Successful,,0,0,0,0,1,Open Play,,1,NULL,NULL,,3,Take On,p148225,Anthony Martial,t1,,0,p11334,Petr Cech,490948533,0,93.2,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3646,f855284,Manchester United v Arsenal,Manchester United,Arsenal,t1,t3,0,0,NULL,drawing,Left,Lateral,350788236,2,66,55,90.1,85.7,91.8,49.6,24.61,1.7,p59846,Ander Herrera,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,44,Aerial Duel Won,p51507,Laurent Koscielny,t3,,1,p11334,Petr Cech,574206360,0,9,49.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3649,f855284,Manchester United v Arsenal,Manchester United,Arsenal,t1,t3,1,0,NULL,winning,Right,Early,1254540761,2,70,9,80.7,10.7,98.5,87.2,55.28,17.8,p13017,Wayne Rooney,,Successful,,0,0,0,0,1,Open Play,,1,NULL,NULL,,NULL,,,,,,NULL,p11334,Petr Cech,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3716,f855285,Middlesbrough v Chelsea,Chelsea,Middlesbrough,t8,t25,1,0,NULL,winning,Left,Lateral,1942147601,2,46,19,90.5,76,90.7,57,12.92,0.2,p82263,Marcos Alonso,Left,Unsuccessful,,0,0,0,0,0,Open Play,,0,NULL,NULL,,12,Clearance,p101184,Calum Chambers,t25,,0,p12496,Víctor Valdés,2048700924,0,9.6,45.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3721,f855285,Middlesbrough v Chelsea,Chelsea,Middlesbrough,t8,t25,1,0,NULL,winning,Left,Lateral,2059321334,2,58,20,91.9,82.3,93.3,80.5,1.91,1.4,p82263,Marcos Alonso,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p20399,Antonio Barragán,t25,,0,p12496,Víctor Valdés,1965025537,0,10.5,21.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3725,f855285,Middlesbrough v Chelsea,Chelsea,Middlesbrough,t8,t25,1,0,NULL,winning,Right,Early,935938252,2,62,41,70.4,17.7,90.7,59.4,35.47,20.3,p41270,David Luiz,Right,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p18507,Diego Costa,t8,,1,p12496,Víctor Valdés,384907453,0,90.7,59.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3729,f855285,Middlesbrough v Chelsea,Middlesbrough,Chelsea,t25,t8,0,1,NULL,losing,Right,Lateral,2108092496,2,66,8,93.5,21.9,93.2,25.2,2.27,-0.3,p159533,Adama Traoré,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p19419,Gary Cahill,t8,,0,p60772,Thibaut Courtois,820260593,0,9,73.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3733,f855285,Middlesbrough v Chelsea,Chelsea,Middlesbrough,t8,t25,1,0,NULL,winning,Left,Lateral,324487047,2,76,6,92.6,92.1,90.3,40.7,35.04,-2.3,p82263,Marcos Alonso,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p12002,Stewart Downing,t25,,0,p12496,Víctor Valdés,2145581431,0,9.3,61.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3738,f855285,Middlesbrough v Chelsea,Middlesbrough,Chelsea,t25,t8,0,1,NULL,losing,Left,Early,578201676,2,87,58,80.9,77,94,34.9,31.76,13.1,p12002,Stewart Downing,,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p42892,Álvaro Negredo,t25,,0,p60772,Thibaut Courtois,1098728363,0,94.2,34.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3781,f855287,Stoke City v Bournemouth,Stoke City,Bournemouth,t110,t91,0,0,NULL,drawing,Right,Deep,679773049,1,10,26,98.2,27.3,92.2,46.6,14.56,-6,p17997,Phil Bardsley,Right,Unsuccessful,,0,1,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p126184,Nathan Aké,t91,,0,p15885,Adam Federici,1352977919,0,6.9,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3787,f855287,Stoke City v Bournemouth,Bournemouth,Stoke City,t91,t110,1,0,NULL,winning,Right,Lateral,1624613160,1,29,45,88.3,2.5,95.6,35.8,23.91,7.3,p15149,Simon Francis,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p85352,Bruno Martins Indi,t110,,0,p6744,Lee Grant,1151509940,0,5,63.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3793,f855287,Stoke City v Bournemouth,Stoke City,Bournemouth,t110,t91,0,1,NULL,losing,Left,Early,1490718237,1,42,26,82.1,82.6,100,41.3,33.79,17.9,p41464,Marko Arnautovic,,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p41464,Marko Arnautovic,t110,,NULL,p15885,Adam Federici,695793884,NULL,101.1,42.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3796,f855287,Stoke City v Bournemouth,Stoke City,Bournemouth,t110,t91,0,1,NULL,losing,Left,Early,106776760,2,47,11,75,80.3,86.6,48.2,25,11.6,p20208,Charlie Adam,,Successful,Keypass,0,0,0,0,0,Open Play,,1,NULL,NULL,,15,Attempt Saved,p57001,Wilfried Bony,t110,,1,p15885,Adam Federici,1519755933,1,86.6,48.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3799,f855287,Stoke City v Bournemouth,Bournemouth,Stoke City,t91,t110,1,0,NULL,winning,Right,Deep,1737081379,2,60,53,97.5,26.1,92.4,41.8,11.94,-5.1,p15149,Simon Francis,Right,Unsuccessful,,0,1,1,0,0,Open Play,,0,NULL,NULL,,8,Interception,p37869,Ryan Shawcross,t110,,0,p6744,Lee Grant,538389633,0,7.8,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1942,f1069588,Borussia Mönchengladbach v FC Schalke 04,FC Schalke 04,Borussia Mönchengladbach,t167,t683,0,0,NULL,drawing,Right,Lateral,900293462,2,89,37,88.5,23.4,95.1,47.5,17.79,6.6,p205458,Fabian Reese,,Unsuccessful,,0,0,0,0,0,Open Play,,0,NULL,NULL,,52,Keeper pick-up,p34683,Yann Sommer,t683,,0,p34683,Yann Sommer,842012959,0,4.1,52.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3803,f855287,Stoke City v Bournemouth,Stoke City,Bournemouth,t110,t91,0,1,NULL,losing,Left,Lateral,1199158814,2,80,19,92,70.7,87.8,51.5,13.78,-4.2,p41464,Marko Arnautovic,,Successful,Keypass,0,1,1,0,0,Open Play,,0,NULL,NULL,,13,Miss,p68312,Xherdan Shaqiri,t110,,0,p15885,Adam Federici,46346620,1,87.9,52.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3809,f855287,Stoke City v Bournemouth,Stoke City,Bournemouth,t110,t91,0,1,NULL,losing,Left,Early,1532683962,2,96,9,75.6,76.3,87.6,53.1,20.19,12,p41464,Marko Arnautovic,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p56917,Steve Cook,t91,,0,p15885,Adam Federici,1440588369,0,13,42.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3815,f855286,Southampton v Liverpool,Southampton,Liverpool,t20,t14,0,0,NULL,drawing,Right,Early,1748812993,1,13,39,75.6,18.6,85.4,33.6,14.49,9.8,p58822,Cédric Soares,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p38454,Dejan Lovren,t14,,0,p104542,Loris Karius,731090957,0,16.4,67.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3820,f855286,Southampton v Liverpool,Liverpool,Southampton,t14,t20,0,0,NULL,drawing,Right,Deep,1943003660,1,37,43,94.8,23.6,91.7,53.6,20.66,-3.1,p110979,Sadio Mané,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p58822,Cédric Soares,t20,,0,p40383,Fraser Forster,1589978279,0,8.2,44.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3826,f855286,Southampton v Liverpool,Liverpool,Southampton,t14,t20,0,0,NULL,drawing,Left,Deep,200745845,2,57,5,99.4,99.7,100,29.3,47.88,0.6,p84583,Philippe Coutinho,,Unsuccessful,,0,0,0,1,0,Crossed Corner,200745845,1,NULL,NULL,,5,Out,p38454,Dejan Lovren,t14,,NULL,p40383,Fraser Forster,1369805871,NULL,101,32.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3838,f855286,Southampton v Liverpool,Liverpool,Southampton,t14,t20,0,0,NULL,drawing,Left,Lateral,2043080176,2,75,56,91.8,96.9,90.8,63.1,23.01,-1,p15157,James Milner,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p38580,José Fonte,t20,,0,p40383,Fraser Forster,175576167,0,8,41.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3843,f855286,Southampton v Liverpool,Southampton,Liverpool,t20,t14,0,0,NULL,drawing,Left,Lateral,9907661,2,87,24,89.4,93.5,90.8,39.4,36.82,1.4,p40146,Ryan Bertrand,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,49,Ball recovery,p15157,James Milner,t14,,0,p104542,Loris Karius,962192632,0,10.1,62.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3851,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,0,NULL,drawing,Right,Early,1339705274,1,5,51,74.1,15.3,85.9,43.5,23.11,11.8,p37339,Ahmed Elmohamady,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p80935,Papy Djilobodji,t56,,0,p111234,Jordan Pickford,2062610285,0,11.2,57.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3856,f855288,Sunderland v Hull City,Sunderland,Hull City,t56,t88,0,0,NULL,drawing,Left,Deep,1044595005,1,23,33,97.5,87.4,94.2,48.5,27.03,-3.3,p115854,Duncan Watmore,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,41,Punch,p15144,David Marshall,t88,,0,p15144,David Marshall,1308901494,0,2.7,51.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3862,f855288,Sunderland v Hull City,Sunderland,Hull City,t56,t88,1,0,NULL,winning,Right,Early,1938430877,1,34,59,80,8,87.2,42.1,24.7,7.2,p160817,Paddy McNair,,Successful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,1,Pass,p7958,Jermain Defoe,t56,,1,p15144,David Marshall,881547791,0,87.2,42.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3866,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,1,NULL,losing,Right,Lateral,894254989,1,41,7,87.7,19.4,85.1,100,55.6,-2.6,p82771,Markus Henriksen,,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p82771,Markus Henriksen,t88,,NULL,p111234,Jordan Pickford,2113057755,NULL,83.8,101.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3891,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,2,NULL,losing,Right,Deep,2044686193,2,68,16,99.4,0.7,93,53.8,37.21,-6.4,p18987,Robert Snodgrass,Left,Unsuccessful,,0,0,0,0,0,Crossed Corner,2044686193,1,NULL,NULL,,44,Aerial Duel Won,p11467,Billy Jones,t56,,1,p111234,Jordan Pickford,240459482,0,7,50.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3893,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,2,NULL,losing,Right,Deep,1067731270,2,77,53,99.5,0.5,97.4,44,30.05,-2.1,p18987,Robert Snodgrass,Left,Successful,Keypass,0,0,0,0,0,Crossed Corner,1067731270,1,NULL,NULL,,44,Aerial Duel Won,p19115,Curtis Davies,t88,,1,p111234,Jordan Pickford,1345819937,0,93.6,42.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3895,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,2,NULL,losing,Left,Deep,398390579,2,80,1,99.6,99.3,88.9,50.1,35.75,-10.7,p18987,Robert Snodgrass,Left,Successful,Keypass,0,0,0,0,0,Crossed Corner,398390579,1,NULL,NULL,,13,Miss,p12679,Michael Dawson,t88,,1,p111234,Jordan Pickford,1261546346,1,88.8,49.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3896,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,2,NULL,losing,Left,Lateral,1118292979,2,81,53,85,89.7,90.5,54.9,24.68,5.5,p74033,Sam Clucas,,Unsuccessful,,0,0,0,0,0,Delivery From Short & Other Corner Situation,2075192687,1,NULL,NULL,,12,Headed Clearance,p28593,Victor Anichebe,t56,,1,p111234,Jordan Pickford,239219984,0,10.4,35.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5752,f855321,Watford v Everton,Everton,Watford,t11,t57,1,1,NULL,drawing,Right,Deep,915050667,1,38,52,94.9,4.7,94.9,9.2,3.06,0,p59949,Seamus Coleman,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p40868,José Holebas,t57,,0,p18656,Heurelho Gomes,1983596479,0,5.9,90.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5756,f855321,Watford v Everton,Everton,Watford,t11,t57,1,1,NULL,drawing,Right,Deep,1223613058,1,42,47,94.6,2.9,91.4,53.9,34.84,-3.2,p94924,Gerard Deulofeu,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p42738,Juan Zuñiga,t57,,0,p18656,Heurelho Gomes,612404900,0,8.1,43.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5760,f855321,Watford v Everton,Everton,Watford,t11,t57,1,1,NULL,drawing,Right,Deep,1574320415,2,46,16,97.7,23.1,100,50.1,18.52,2.3,p94924,Gerard Deulofeu,Right,Unsuccessful,,0,0,0,1,0,Open Play,,1,NULL,NULL,,5,Out,p94924,Gerard Deulofeu,t11,,NULL,p18656,Heurelho Gomes,649123928,NULL,101,45.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5768,f855321,Watford v Everton,Watford,Everton,t57,t11,3,1,NULL,winning,Left,Lateral,569145863,2,65,5,91.9,92.3,91.9,89.6,1.84,0,p52940,Daryl Janmaat,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p59949,Seamus Coleman,t11,,0,p10318,Maarten Stekelenburg,405400053,0,7.6,11.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1943,f1069585,FC Bayern München v Hertha BSC,FC Bayern München,Hertha BSC,t156,t162,0,0,NULL,drawing,Right,Early,1891453467,1,0,32,78.4,8.3,80.8,11.4,3.29,2.4,p55634,Thomas Müller,,Unsuccessful,,1,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p102742,Vladimír Darida,t162,,0,p28087,Rune Jarstein,1856548508,0,19.4,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3897,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,3,NULL,losing,Right,Early,231102859,2,89,5,72.9,16.4,92.7,53.7,33.18,19.8,p18987,Robert Snodgrass,Left,Unsuccessful,,0,0,0,0,0,Crossed Freekick,231102859,1,NULL,NULL,"231102859, 386637921",12,Clearance,p28593,Victor Anichebe,t56,,0,p111234,Jordan Pickford,241591846,0,17.1,43.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3898,f855288,Sunderland v Hull City,Hull City,Sunderland,t88,t56,0,3,NULL,losing,Left,Early,386637921,2,89,12,76.3,89.7,91.6,44,35.42,15.3,p53371,David Meyler,,Unsuccessful,,0,0,0,0,0,2nd Phase From Freekick Situation,231102859,1,NULL,NULL,"386637921, 231102859",44,Aerial Duel Won,p111234,Jordan Pickford,t56,,1,p111234,Jordan Pickford,10816968,0,8,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3904,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Right,Lateral,823753598,1,1,9,92.6,16.1,94.6,51,23.47,2,p57531,Michail Antonio,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,52,Keeper pick-up,p37915,Hugo Lloris,t6,,0,p37915,Hugo Lloris,1228982475,0,5.1,51.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3905,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Left,Lateral,1242718428,1,1,36,84.7,94.8,90.1,57.3,25.7,5.4,p55459,Aaron Cresswell,Left,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,61,Ball touch,p39194,Jan Vertonghen,t6,,0,p37915,Hugo Lloris,535995339,0,11.6,41.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3906,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Left,Lateral,1840397978,1,2,35,93,73.8,90.3,63,7.72,-2.7,p165990,Vincent Janssen,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p48717,Winston Reid,t21,,0,p32259,Darren Randolph,955271543,0,6.3,31.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3907,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Right,Early,1238546608,1,4,19,78.2,13.4,89.4,57.5,31.6,11.2,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p55037,Cheikhou Kouyaté,t21,,1,p32259,Darren Randolph,1374941605,0,11.5,47.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3908,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Left,Lateral,73440622,1,7,28,84.2,93,93.1,37.7,38.11,8.9,p157668,Harry Winks,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,11,Claim,p32259,Darren Randolph,t21,,0,p32259,Darren Randolph,1141188999,0,6.1,57.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3909,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Right,Early,2144933289,1,11,35,75.9,18,77,21.2,2.41,1.1,p57531,Michail Antonio,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p38290,Danny Rose,t6,,0,p37915,Hugo Lloris,2075076356,0,22.8,82.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3910,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Right,Early,1587073735,1,13,2,76.2,13.2,78.2,16.1,2.79,2,p57531,Michail Antonio,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p38290,Danny Rose,t6,,0,p37915,Hugo Lloris,1327385702,0,18.2,86.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3911,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Left,Early,2136596898,1,14,30,77.8,92.9,87.6,56.1,26.54,9.8,p37901,Dimitri Payet,,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Headed Clearance,p93264,Eric Dier,t6,,1,p37915,Hugo Lloris,327578399,0,13.2,34.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3912,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Left,Deep,1483824884,1,16,38,99.5,99.5,92.5,53.1,31.87,-7,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,1483824884,1,NULL,NULL,,12,Headed Clearance,p73889,Diafra Sakho,t21,,1,p32259,Darren Randolph,1983537574,0,6.6,49.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3913,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Right,Lateral,271787141,1,16,49,93.9,27.1,93.8,32.5,3.62,-0.1,p78830,Harry Kane,Right,Unsuccessful,,0,0,0,0,0,2nd Phase From Corner Situation,1483824884,1,NULL,NULL,271787141,12,Clearance,p40669,Angelo Ogbonna,t21,,0,p32259,Darren Randolph,1982642290,0,2.7,69.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3914,f855289,Tottenham Hotspur v West Ham United,Tottenham Hotspur,West Ham United,t6,t21,0,0,NULL,drawing,Right,Deep,566783886,1,17,15,99.5,0.5,91.9,43.1,29.54,-7.6,p80607,Christian Eriksen,Right,Unsuccessful,,0,0,0,0,0,Crossed Corner,566783886,1,NULL,NULL,,12,Headed Clearance,p48717,Winston Reid,t21,,1,p32259,Darren Randolph,1043554702,0,6,57.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3915,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Right,Deep,1348554058,1,22,22,95.7,4,95.1,9.8,3.93,-0.6,p57531,Michail Antonio,Right,Unsuccessful,,0,0,0,0,0,Open Play,,1,NULL,NULL,,12,Clearance,p38290,Danny Rose,t6,,0,p37915,Hugo Lloris,1331556336,0,2.7,92.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3916,f855289,Tottenham Hotspur v West Ham United,West Ham United,Tottenham Hotspur,t21,t6,0,0,NULL,drawing,Right,Deep,103252029,1,22,49,99.5,0.5,90.5,45.4,31.4,-9,p37901,Dimitri Payet,,Successful,,0,0,0,0,0,Crossed Corner,103252029,1,NULL,NULL,,61,Ball touch,p73889,Diafra Sakho,t21,,0,p37915,Hugo Lloris,1297210282,0,90.5,45.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
